switch_e,switch_c,host,connection,interval,link,hop,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte
1,0,10,94,10,10,1,3.79,0.54,952,128.3
4,3,4,1,1,10,4.33,25.09,3.6,120,16.19
32,31,320,4,5,382,9.09,910.35,171.7,8330,1636.48
32,31,320,46,7,382,9.09,409.47,74.9,9893,1699.76
4,3,16,9,5,22,3.67,31.55,5.07,416,67.31
4,3,32,42,1,38,3.58,86.06,13.9,1525,216.21
8,7,72,37,6,86,5.31,70.27,11.39,1958,350.02
16,15,160,95,3,190,7.16,185.15,32.08,3166,554.29
8,7,16,2,4,30,5.53,88.55,13.98,572,99.68
16,15,160,41,4,190,7.16,207.32,36.3,3344,578.93
32,31,96,8,9,158,9.15,313.21,50.14,3174,526.7
1,0,10,7,3,10,1,8.64,1.31,41,6.33
1,0,10,61,9,10,1,3.02,0.51,215,65.9
1,0,10,97,0,10,1,39.53,6.46,251,38.04
8,7,24,1,9,38,5.43,98.92,16.46,787,139.34
16,15,128,10,1,158,7.17,405.62,71.83,2278,421.26
8,7,80,27,6,94,5.3,83.85,14.26,2205,403.09
2,1,16,34,6,18,2.07,12.06,1.81,814,111.67
4,3,36,37,0,42,3.57,244.11,39.23,1258,172.2
16,15,96,27,10,126,7.19,116.55,18.73,2174,355.32
32,31,256,23,9,318,9.09,416.23,73.48,10209,1718.63
2,1,20,53,6,22,2.05,12.71,1.92,1505,205.42
16,15,64,5,1,94,7.22,370.08,62.12,2914,507
16,15,112,49,1,142,7.18,349.81,59.25,2354,430.45
16,15,144,49,5,174,7.17,164.29,28.15,2237,410.4
16,15,144,73,4,174,7.17,162.63,27.63,3099,473.45
8,7,80,5,10,94,5.3,127.64,22.21,2229,389.4
8,7,80,66,4,94,5.3,80.06,13.19,3424,475.77
8,7,80,73,5,94,5.3,66.09,10.72,3788,514.99
8,7,56,17,1,70,5.33,214.45,35.41,1598,284.6
8,7,56,47,7,70,5.33,52.97,8.22,2004,277.52
1,0,9,22,8,9,1,4.53,0.65,304,40.97
4,3,40,68,3,46,3.56,42.37,6.67,2023,282.69
16,15,96,8,4,126,7.19,279.73,47.76,2150,391.17
8,7,64,42,0,78,5.32,494.49,81.09,2027,388.68
8,7,72,41,5,86,5.31,75.59,12.5,2153,409.15
8,7,72,76,9,86,5.31,43.72,6.92,3096,448.87
8,7,80,11,2,94,5.3,206.95,36.16,2126,386.2
2,1,6,6,9,8,2.2,8.13,1.16,66,9.74
16,15,96,25,2,126,7.19,286.3,47.7,2220,369.99
8,7,56,10,1,70,5.33,229.49,38.46,1545,274.32
8,7,72,61,8,86,5.31,50.53,8.01,2284,385.58
4,3,40,38,7,46,3.56,29.82,4.74,1439,206.73
4,3,40,91,5,46,3.56,29.42,4.5,4281,599.7
1,0,5,11,10,5,1,3.09,0.44,127,17.85
1,0,10,17,5,10,1,5.8,0.85,40,6.16
1,0,10,60,9,10,1,4.03,0.58,746,100.58
1,0,10,95,3,10,1,7.35,1.06,1036,139.62
2,1,16,5,1,18,2.07,31.67,5.32,151,23.94
1,0,10,19,9,10,1,4.33,0.63,240,32.34
1,0,10,96,6,10,1,4.92,0.7,1156,155.79
32,31,288,10,5,350,9.09,840.83,155.16,8195,1404.54
32,31,288,60,4,350,9.09,463.08,82.42,10535,1777.08
1,0,10,5,6,10,1,6.29,0.95,38,5.82
1,0,10,52,5,10,1,5.94,0.85,675,91.03
16,15,160,8,5,190,7.16,306.83,55.82,3344,596.71
32,31,96,8,6,158,9.15,303.33,48.44,2268,380.81
2,1,20,13,1,22,2.05,34.28,5.95,235,34.97
2,1,20,37,0,22,2.05,104.53,17.06,434,68.88
2,1,20,12,3,22,2.05,22.81,4,196,33.12
2,1,20,74,4,22,2.05,16.31,2.43,2192,296.08
8,7,80,16,10,94,5.3,78.11,13.55,2315,431.23
32,31,320,33,5,382,9.09,570.92,105.1,8247,1391.95
32,31,320,94,5,382,9.09,344.53,61.88,8843,1530.72
32,31,160,15,1,222,9.11,763.37,128.77,6693,1165.02
8,7,72,9,7,86,5.31,121.51,21.7,2274,441.1
2,1,20,15,3,22,2.05,21.26,3.65,311,48.59
2,1,20,72,9,22,2.05,9.58,1.41,1169,157.35
32,31,128,7,0,190,9.13,652.21,106.92,5782,966.57
2,1,16,19,9,18,2.07,10.4,1.6,537,74.97
1,0,9,72,9,9,1,3.59,0.53,754,109.64
1,0,10,4,7,10,1,5.89,0.93,36,5.46
8,7,48,18,6,62,5.34,76.2,12.15,1500,268.94
1,0,8,14,0,8,1,19.57,2.99,109,16.49
1,0,8,35,4,8,1,5.95,0.85,397,53.52
16,15,144,26,3,174,7.17,267.32,47.44,2417,445.57
8,7,80,55,6,94,5.3,64.46,10.63,2825,426.35
32,31,160,25,10,222,9.11,277.08,45.33,6306,1081.82
32,31,320,12,10,382,9.09,657.71,124.17,6430,1280.4
32,31,320,96,5,382,9.09,336.93,60.87,7363,1437.36
1,0,9,27,9,9,1,4.12,0.59,349,46.97
32,31,160,17,4,222,9.11,402.07,67.91,3727,658.72
1,0,9,51,0,9,1,31.65,5.12,179,27.18
8,7,80,10,3,94,5.3,172.8,30.76,2133,396.13
8,7,80,77,9,94,5.3,45.76,7.25,2716,442.59
1,0,6,13,6,6,1,4.14,0.63,30,4.5
1,0,9,4,10,9,1,4.39,0.66,39,6.12
1,0,9,34,1,9,1,10.72,1.83,174,35.41
8,7,80,63,1,94,5.3,197.04,32.31,3798,512.58
8,7,80,98,1,94,5.3,181.9,30.28,3421,504.46
1,0,9,22,8,9,1,4.56,0.66,304,40.97
1,0,9,58,4,9,1,6.24,0.89,692,93.26
32,31,320,8,9,382,9.09,740.32,139.8,7667,1519.34
32,31,320,74,5,382,9.09,389.33,70.47,8239,1412.02
16,15,16,1,9,46,7.53,118.48,18.29,875,151.32
4,3,28,12,2,34,3.59,67.26,11.52,428,82.09
8,7,80,23,2,94,5.3,175.13,29.93,2231,408.3
16,15,160,42,3,190,7.16,257.95,45.49,3527,604
8,7,72,28,4,86,5.31,97.57,16.62,2042,392.81
1,0,10,2,8,10,1,6.22,0.96,43,6.69
16,15,48,7,1,78,7.26,276.57,44.72,2274,398.36
8,7,80,5,6,94,5.3,164.85,29.2,2231,405.58
4,3,36,1,9,42,3.57,72.22,13.28,516,101
4,3,40,57,7,46,3.56,26.23,4.1,2162,293.62
1,0,7,27,7,7,1,4.25,0.6,341,45.89
1,0,7,46,7,7,1,3.96,0.56,533,71.77
16,15,144,19,6,174,7.17,224.19,39.8,2645,489.22
16,15,144,74,6,174,7.17,121.74,20.11,2378,389.45
4,3,40,85,4,46,3.56,34.17,5.25,3074,420.79
16,15,144,65,3,174,7.17,188.18,31.87,2443,417.75
16,15,160,40,6,190,7.16,168.93,29.59,3061,527.74
4,3,28,16,10,34,3.59,24.54,3.88,838,117.01
2,1,18,22,9,20,2.06,10.31,1.61,317,44.64
2,1,18,58,2,20,2.06,26.02,3.93,1660,227.96
2,1,18,76,3,20,2.06,16.57,2.59,1640,249.14
2,1,20,26,6,22,2.05,14.38,2.25,710,96.53
2,1,20,63,7,22,2.05,10.3,1.61,1262,199.32
2,1,20,90,2,22,2.05,24.12,3.66,2246,310.7
16,15,48,7,8,78,7.26,157.95,25,2431,416.4
16,15,128,46,6,158,7.17,135.88,23.08,2028,383.5
1,0,10,10,0,10,1,21.54,3.2,90,13.83
1,0,10,65,0,10,1,38.44,6.28,237,35.94
1,0,10,74,5,10,1,5.52,0.79,626,84.36
8,7,40,25,8,54,5.36,50.57,7.82,1624,221.39
8,7,72,60,10,86,5.31,46.03,7.28,3456,476.3
2,1,20,44,2,22,2.05,26.69,4.12,624,84.09
16,15,64,10,2,94,7.22,315.46,52.51,3444,595.43
32,31,224,28,7,286,9.1,389.46,67.12,7481,1265.13
2,1,20,14,2,22,2.05,28.04,4.69,259,34.97
2,1,20,88,10,22,2.05,8.99,1.31,2482,337.02
32,31,160,11,10,222,9.11,399.61,66.77,7731,1284.73
2,1,16,1,6,18,2.07,24,4.31,100,19.96
2,1,16,43,4,18,2.07,14.69,2.21,701,95.31
1,0,10,27,9,10,1,4.46,0.64,244,32.82
1,0,10,56,9,10,1,4.05,0.58,532,71.7
1,0,10,81,6,10,1,5.1,0.73,1028,138.54
4,3,40,29,3,46,3.56,51.58,8.27,1012,137.23
16,15,160,27,0,190,7.16,669.96,114.03,3118,535.17
16,15,160,63,8,190,7.16,119.49,20.09,3509,586.03
16,15,160,77,5,190,7.16,140.6,24.1,3174,595.53
16,15,112,13,0,142,7.18,553.41,94.01,2398,413.56
1,0,8,28,2,8,1,7.24,1.16,37,5.68
1,0,8,61,6,8,1,4.68,0.66,536,72.23
8,7,72,13,8,86,5.31,87.69,14.68,1932,335.98
2,1,20,10,7,22,2.05,15.54,2.6,236,33.49
2,1,20,67,6,22,2.05,12.04,1.79,1761,237.81
2,1,16,27,10,18,2.07,9.27,1.4,602,84.93
2,1,16,43,0,18,2.07,108.65,17.04,465,72.27
16,15,160,16,4,190,7.16,292.91,53.66,3332,619.21
32,31,32,1,1,94,9.32,247.94,37.31,1638,262.03
4,3,36,28,3,42,3.57,48.83,8.05,722,97.85
32,31,320,21,3,382,9.09,828.85,155.8,8014,1590.71
32,31,320,65,0,382,9.09,1451.98,261.52,8961,1535.73
32,31,320,98,6,382,9.09,315.83,56.45,10801,1917.65
2,1,20,2,0,22,2.05,35.78,6.77,143,30.32
2,1,20,97,5,22,2.05,12.96,1.91,1604,216.16
1,0,3,4,1,3,1,3.55,0.51,17,2.29
16,15,128,7,5,158,7.17,295.61,52.42,2094,377.54
1,0,10,91,7,10,1,4.39,0.63,869,117.05
2,1,20,17,1,22,2.05,38.06,6.8,348,60.68
32,31,224,45,9,286,9.1,272.57,45.76,7398,1215.23
8,7,80,82,6,94,5.3,57.65,9.25,3271,442.87
8,7,16,3,8,30,5.53,56.48,8.79,390,68.26
2,1,16,49,1,18,2.07,39.66,6.06,116,22.22
32,31,320,29,5,382,9.09,616.91,114.63,11588,1942.4
32,31,320,54,1,382,9.09,859.86,160.87,7086,1391.88
32,31,320,84,2,382,9.09,609.33,111.33,10706,1814.03
16,15,112,27,4,142,7.18,202.14,33.99,1970,345.38
2,1,16,1,9,18,2.07,18.76,3.38,108,19.64
2,1,16,61,7,18,2.07,10.05,1.49,1570,223.56
1,0,9,78,10,9,1,3.57,0.51,936,126.14
8,7,80,62,4,94,5.3,83.39,13.64,2412,430.92
16,15,48,1,2,78,7.26,283.74,46.36,1947,339.22
32,31,288,30,0,350,9.09,1181.95,206.31,8908,1531.92
32,31,288,42,4,350,9.09,536.44,96.12,11107,1857.66
32,31,288,69,1,350,9.09,815.38,146.57,10604,1773.79
1,0,10,15,0,10,1,22.66,3.37,97,14.88
1,0,10,51,1,10,1,11.69,1.96,239,40.72
1,0,10,96,4,10,1,6.4,0.92,1152,155.25
8,7,8,1,5,22,5.86,57,8.65,330,56.93
32,31,128,4,6,190,9.13,530.77,88.15,5229,876.09
8,7,64,11,0,78,5.32,310.47,54,1906,356.34
16,15,144,42,5,174,7.17,165.64,28.42,2584,433.42
1,0,10,28,1,10,1,10.75,1.87,86,21.86
1,0,10,59,9,10,1,4.04,0.58,740,99.73
1,0,10,81,9,10,1,3.85,0.55,948,127.76
4,3,40,62,3,46,3.56,43.71,7.04,1818,255.89
8,7,64,22,9,78,5.32,63.83,10.66,1950,389.05
8,7,64,50,6,78,5.32,60.12,9.68,2609,393.33
8,7,80,66,9,94,5.3,49.59,7.96,2706,385.12
2,1,20,19,5,22,2.05,16.29,2.6,475,64.37
1,0,7,44,1,7,1,8.01,1.37,109,21.94
4,3,40,9,3,46,3.56,70.23,12.72,560,112.25
4,3,40,81,7,46,3.56,25.34,3.81,4216,568.17
4,3,36,24,3,42,3.57,51.59,8.68,1077,150.56
1,0,10,6,3,10,1,8.1,1.27,42,6.51
1,0,10,36,9,10,1,4.15,0.6,457,61.53
1,0,10,93,1,10,1,15.45,2.23,724,97.57
8,7,8,1,8,22,5.86,46.88,6.88,270,46.08
4,3,8,2,2,14,3.86,31.48,4.87,133,23.61
16,15,64,16,7,94,7.22,137.47,21.9,2633,449.38
32,31,224,13,8,286,9.1,524.68,91.3,8771,1430.88
32,31,224,41,10,286,9.1,250.12,41.93,5649,1038.47
4,3,36,3,10,42,3.57,52.44,8.95,551,98.45
2,1,20,18,8,22,2.05,13.66,2.17,457,62.36
2,1,20,66,10,22,2.05,8.97,1.36,1637,247.55
2,1,20,89,2,22,2.05,25.93,3.89,2501,337.97
8,7,64,6,0,78,5.32,273.13,47.56,1901,346.09
1,0,9,4,5,9,1,5.81,0.94,41,6.36
32,31,320,89,6,382,9.09,326.05,58.54,8489,1601.69
1,0,9,28,4,9,1,6.43,0.93,324,43.66
1,0,9,54,8,9,1,4.25,0.61,554,75.21
1,0,10,14,5,10,1,5.71,0.87,115,17.83
1,0,10,41,4,10,1,6.69,0.97,505,67.99
1,0,10,90,6,10,1,4.32,0.67,724,124.01
32,31,64,1,10,126,9.19,337.41,53.43,2892,474.36
2,1,20,32,4,22,2.05,17.04,2.71,516,72.91
2,1,20,57,7,22,2.05,11.62,1.75,927,126.99
2,1,20,74,8,22,2.05,10.28,1.51,2077,279.85
32,31,224,20,1,286,9.1,889.49,154.52,7114,1177.21
8,7,80,54,6,94,5.3,67.05,10.91,2367,422.81
8,7,80,94,8,94,5.3,47.82,7.45,3747,515.72
16,15,128,4,0,158,7.17,496.5,89,2029,369.68
16,15,144,2,5,174,7.17,368.86,65.64,2787,479.61
4,3,40,17,9,46,3.56,32.12,5.41,851,115.46
1,0,8,2,4,8,1,6.88,1.03,35,5.33
1,0,8,47,8,8,1,4.02,0.57,421,56.67
4,3,40,6,4,46,3.56,68.82,12.64,572,116.86
4,3,40,60,6,46,3.56,27.91,4.38,1631,224.65
4,3,40,68,3,46,3.56,43.16,6.86,1996,268.99
2,1,18,69,10,20,2.06,8.72,1.26,1872,252.28
4,3,40,5,5,46,3.56,61.25,11.3,476,100.35
4,3,40,78,4,46,3.56,35.1,5.63,2436,362.18
32,31,320,7,1,382,9.09,1151.21,213.77,8557,1622.87
32,31,320,34,0,382,9.09,1241.15,225.78,7418,1461.96
32,31,320,95,0,382,9.09,1494.9,269.3,9289,1600.06
4,3,36,29,5,42,3.57,35.29,5.77,1094,147.19
1,0,10,1,4,10,1,7.77,1.21,36,5.47
1,0,10,45,3,10,1,8.37,1.21,524,70.62
1,0,10,74,9,10,1,4.01,0.58,940,126.68
8,7,40,13,0,54,5.36,288.49,47.49,1061,189.56
1,0,10,18,4,10,1,6.97,1.08,40,6.16
1,0,10,65,0,10,1,35.45,5.92,223,33.83
1,0,10,84,9,10,1,3.15,0.51,430,100.84
32,31,224,11,4,286,9.1,755.63,134.06,7160,1246.45
8,7,72,22,10,86,5.31,62,10.36,2082,390.61
8,7,72,53,9,86,5.31,50.64,8.05,2813,443
4,3,40,26,2,46,3.56,69.11,11.74,963,135.63
4,3,40,84,1,46,3.56,90.91,14.18,3888,525.23
1,0,8,26,6,8,1,4.86,0.7,320,43.13
1,0,8,59,10,8,1,2.95,0.46,410,76.77
2,1,18,8,7,20,2.06,15.97,2.66,207,29.21
2,1,18,35,5,20,2.06,13.13,2.09,684,102.45
2,1,18,77,6,20,2.06,10.61,1.63,1588,247.97
2,1,20,15,10,22,2.05,12.19,1.95,435,60.66
2,1,20,79,9,22,2.05,9.32,1.37,1202,161.99
32,31,96,4,5,158,9.15,475.15,77.09,3905,643.22
8,7,56,47,4,70,5.33,75.67,11.72,3116,420.91
32,31,288,26,10,350,9.09,429.39,77.24,10742,1816.35
32,31,288,40,8,350,9.09,390.53,69.45,9907,1679.7
32,31,288,68,2,350,9.09,634.93,115.3,10522,1779.48
16,15,160,2,4,190,7.16,403.17,72.2,3275,562.99
16,15,160,77,9,190,7.16,102.87,17.24,3100,582.14
8,7,24,7,1,38,5.43,124.57,20.02,674,118.65
2,1,18,5,2,20,2.06,28.3,5,141,25.88
2,1,18,56,9,20,2.06,9.4,1.38,1553,210.63
1,0,10,19,1,10,1,13.98,2.18,43,6.68
1,0,10,50,8,10,1,3.55,0.57,220,36.33
1,0,10,98,3,10,1,7.64,1.1,1132,152.55
1,0,10,100,1,10,1,14.99,2.17,568,76.55
2,1,6,6,1,8,2.2,18.84,2.85,60,8.56
16,15,144,23,5,174,7.17,227,40.11,2911,532.46
16,15,144,65,7,174,7.17,118.33,19.72,2788,507.78
16,15,144,70,9,174,7.17,102.98,17.03,2327,425.73
32,31,320,27,1,382,9.09,977.27,180.14,9023,1539.54
32,31,320,67,5,382,9.09,413.97,75.03,8291,1451.5
1,0,9,52,3,9,1,7.33,1.09,301,40.5
2,1,20,23,4,22,2.05,18.84,2.98,643,87.01
2,1,20,46,1,22,2.05,41.26,6.4,688,92.72
2,1,20,84,0,22,2.05,185.25,28.67,1185,168.3
16,15,112,32,1,142,7.18,358.44,60.92,1910,351.86
32,31,320,32,10,382,9.09,406.65,74.35,7953,1510.11
32,31,320,47,5,382,9.09,494.59,91.25,10500,1803.99
32,31,320,88,6,382,9.09,334.03,59.5,9264,1570.64
2,1,18,72,5,20,2.06,11.93,1.86,1454,229.7
32,31,320,2,10,382,9.09,1061.16,197.44,10124,1718.23
32,31,320,60,0,382,9.09,1435.44,258.53,8514,1531.28
32,31,320,70,7,382,9.09,330.68,59.42,7357,1403.21
4,3,36,3,2,42,3.57,91.99,16.58,466,90.81
1,0,10,21,4,10,1,6.94,1.05,42,6.51
1,0,10,66,0,10,1,43.19,6.81,275,44.82
1,0,10,90,5,10,1,5.57,0.8,1084,146.09
32,31,288,28,0,350,9.09,1119.19,195.39,11329,1885.26
32,31,288,64,6,350,9.09,346.38,61.54,11633,1954.07
8,7,80,26,7,94,5.3,77.71,13.16,2182,401.04
1,0,9,18,6,9,1,5.38,0.78,236,31.8
1,0,9,53,4,9,1,6.08,0.87,600,80.86
1,0,10,23,0,10,1,30.64,4.67,192,28.68
1,0,10,61,5,10,1,5.52,0.79,392,52.83
4,3,4,1,5,10,4.33,23.19,3.3,95,12.02
1,0,7,12,9,7,1,3.63,0.54,122,19.12
1,0,7,44,8,7,1,3.58,0.51,489,65.84
2,1,20,34,9,22,2.05,10.49,1.62,938,131.89
32,31,96,3,7,158,9.15,438.53,71.22,3273,547.39
4,3,28,13,5,34,3.59,39.1,6.27,512,72.69
1,0,10,73,9,10,1,4.02,0.58,926,125.13
2,1,12,9,4,14,2.09,15.54,2.64,187,34.83
8,7,80,17,10,94,5.3,76.36,12.82,2253,391.18
8,7,80,52,6,94,5.3,66.98,11.03,2131,387.05
8,7,80,97,2,94,5.3,113.77,18.31,4216,576.18
32,31,128,12,6,190,9.13,391.81,63.88,5072,841.95
16,15,128,2,9,158,7.17,380.25,68.6,2004,364.99
8,7,72,68,2,86,5.31,122.22,20.02,3922,538.57
1,0,10,39,0,10,1,36.04,5.67,195,29.62
1,0,8,41,3,8,1,7.28,1.05,469,63.14
2,1,20,29,3,22,2.05,19.13,3.18,509,79.63
4,3,8,2,7,14,3.86,23.22,3.48,146,20.74
16,15,128,53,7,158,7.17,117.37,19.55,2106,379.54
4,3,36,3,1,42,3.57,102.75,19.11,533,105.66
4,3,36,69,6,42,3.57,25.48,3.9,2728,367.64
16,15,160,17,5,190,7.16,249.88,45.3,3182,596.06
1,0,8,28,3,8,1,5.8,0.96,32,4.8
8,7,80,57,2,94,5.3,139.94,23.16,3702,514.13
8,7,56,33,9,70,5.33,51.52,8,1682,284.79
4,3,32,19,5,38,3.58,39.45,6.33,1170,162.32
4,3,32,44,3,38,3.58,43.14,6.67,1468,198.54
4,3,40,87,6,46,3.56,26.83,4.16,2302,334.35
1,0,8,9,7,8,1,4.53,0.71,36,5.5
1,0,8,40,6,8,1,4.92,0.7,508,68.46
1,0,10,10,10,10,1,4.1,0.63,97,15.63
1,0,10,51,10,10,1,3.87,0.55,480,64.69
1,0,10,99,10,10,1,3.59,0.53,1026,149.38
2,1,18,8,8,20,2.06,13.56,2.29,171,24.62
1,0,10,3,9,10,1,5.89,0.89,41,6.34
1,0,10,82,5,10,1,5.52,0.79,968,130.45
16,15,80,21,5,110,7.2,164.38,26.61,2096,355.72
4,3,36,30,5,42,3.57,36.88,5.72,1043,141.47
1,0,10,27,5,10,1,6.16,0.89,348,46.9
1,0,10,42,6,10,1,5.27,0.76,540,72.77
1,0,10,67,6,10,1,3.89,0.66,269,67.12
1,0,10,28,5,10,1,5.17,0.81,222,39.07
1,0,10,67,1,10,1,16.69,2.4,733,98.72
1,0,2,1,9,2,1,2.43,0.33,13,1.71
2,1,6,1,9,8,2.2,11.07,1.78,64,9.35
32,31,320,31,6,382,9.09,522.15,96.51,10416,1773.32
32,31,320,57,0,382,9.09,1420.85,254.9,10113,1700.38
32,31,320,82,7,382,9.09,318.98,56.86,10820,1866.59
32,31,320,25,0,382,9.09,1193.72,216.46,9680,1682.04
32,31,320,40,1,382,9.09,1041.69,194.93,11243,1956.29
32,31,320,75,2,382,9.09,645.2,118.37,10735,1788.49
16,15,64,16,8,94,7.22,134.25,21.43,3011,513.97
1,0,5,12,5,5,1,3.8,0.57,25,3.64
1,0,9,16,3,9,1,7.08,1.08,155,23.49
1,0,9,46,6,9,1,4.98,0.71,492,66.3
1,0,9,76,9,9,1,3.78,0.54,924,124.52
2,1,20,63,7,22,2.05,11.3,1.72,1758,253.09
32,31,192,21,6,254,9.1,463.06,79.05,6495,1126.14
4,3,36,15,8,42,3.57,31.83,5.35,755,104.84
8,7,80,2,8,94,5.3,194.01,33.67,1972,336.93
1,0,9,10,8,9,1,4.56,0.69,32,4.79
1,0,9,75,4,9,1,5.75,0.82,602,81.13
16,15,96,18,5,126,7.19,188.65,31.64,2195,395.11
32,31,288,2,1,350,9.09,1035.95,184.59,11278,1917.66
1,0,10,23,3,10,1,7.51,1.15,43,6.69
1,0,10,49,8,10,1,4.37,0.63,488,65.77
2,1,20,19,7,22,2.05,12.67,2.11,380,60.35
16,15,160,57,9,190,7.16,116.97,19.7,2968,507.81
32,31,128,5,0,190,9.13,621.55,101.55,4926,817.54
8,7,64,13,8,78,5.32,85.23,14.65,2072,401.54
8,7,64,42,2,78,5.32,126.41,20.14,1854,313.54
4,3,40,37,0,46,3.56,249.64,40.03,883,121.23
2,1,16,18,10,18,2.07,10.87,1.64,621,83.76
2,1,20,26,5,22,2.05,14.64,2.35,381,54.37
2,1,20,65,1,22,2.05,43.38,6.6,1815,244.98
8,7,48,24,3,62,5.34,98.45,15.67,1655,225.22
2,1,18,23,9,20,2.06,10.84,1.66,606,84.62
32,31,320,18,8,382,9.09,612.35,114.18,10899,1855.67
16,15,128,59,10,158,7.17,96.32,15.71,2593,485.4
2,1,20,14,7,22,2.05,13.58,2.23,358,50.08
2,1,20,76,4,22,2.05,15.92,2.38,1389,187.39
32,31,288,3,0,350,9.09,1034.21,184.77,8921,1570.08
1,0,10,17,2,10,1,8.47,1.4,36,5.47
1,0,10,54,7,10,1,4.1,0.64,335,54.22
1,0,1,1,5,1,1,1.68,0.21,11,1.28
16,15,144,28,3,174,7.17,257.42,45.25,2249,410.52
8,7,80,76,2,94,5.3,121.31,20.24,3216,467.72
16,15,144,30,9,174,7.17,145.65,24.84,2383,444.47
16,15,144,68,7,174,7.17,113.9,18.84,2755,429.56
32,31,320,14,8,382,9.09,687.46,129.43,9171,1548.66
32,31,320,38,10,382,9.09,363.49,66.03,10309,1810.33
4,3,28,22,9,34,3.59,24.93,3.79,1351,186.36
16,15,128,29,8,158,7.17,146.47,24.8,2135,397.06
4,3,40,36,7,46,3.56,29.93,4.75,1133,154.31
32,31,192,9,1,254,9.1,852.19,145.94,6657,1087.89
8,7,72,31,0,86,5.31,451.34,75.11,1981,371.81
2,1,8,10,4,10,2.14,11.6,1.84,70,10.46
8,7,56,38,3,70,5.33,102.46,16.58,2927,394.81
32,31,320,96,8,382,9.09,265.72,46.72,11352,2013.35
32,31,32,1,5,94,9.32,210.1,31.42,1674,267.87
8,7,72,18,5,86,5.31,102.62,17.51,2184,411.27
8,7,72,72,4,86,5.31,73.56,11.86,2889,406.81
4,3,40,34,1,46,3.56,92.14,15.46,1141,157.97
8,7,40,12,3,54,5.36,102.69,17.19,1095,200.44
32,31,288,34,10,350,9.09,364.96,65.12,10951,1887.57
32,31,320,63,6,382,9.09,378.43,68.17,8949,1504.51
4,3,4,1,5,10,4.33,19.68,2.88,112,14.92
16,15,96,25,9,126,7.19,119.14,19.18,2009,335.03
4,3,28,26,4,34,3.59,37.51,5.98,1262,178.93
1,0,8,51,4,8,1,5.76,0.83,538,74.33
1,0,10,48,8,10,1,4.35,0.62,568,76.55
1,0,4,8,7,4,1,3.41,0.49,21,2.96
1,0,7,5,1,7,1,9.02,1.35,30,4.48
1,0,7,36,9,7,1,3.07,0.47,285,48.47
8,7,72,6,3,86,5.31,195.42,35.27,2033,391.91
8,7,72,56,2,86,5.31,125.86,20.89,2265,425.94
2,1,20,70,7,22,2.05,10.95,1.63,1753,236.74
16,15,32,1,4,62,7.32,208.94,33.72,1509,261.96
1,0,8,33,0,8,1,25.18,4.04,135,20.54
16,15,32,3,8,62,7.32,156.32,24.95,1597,277.43
1,0,9,26,8,9,1,4.35,0.63,303,41.75
1,0,9,36,5,9,1,5.68,0.81,332,44.74
4,3,40,52,7,46,3.56,25.63,3.95,1448,198.38
32,31,320,14,4,382,9.09,874.11,163.45,10281,1723.94
32,31,320,69,2,382,9.09,630.9,116.76,7660,1502.36
32,31,256,21,2,318,9.09,868.72,154.76,9580,1578.91
32,31,256,34,0,318,9.09,1166.42,200.13,12645,2092.89
1,0,10,61,8,10,1,4.32,0.62,734,98.92
16,15,48,6,6,78,7.26,169.64,27.22,2106,368.07
1,0,10,13,3,10,1,7.3,1.1,40,6.16
1,0,10,58,2,10,1,10.53,1.51,360,48.52
8,7,16,3,4,30,5.53,77.29,11.98,587,101.15
1,0,4,3,2,4,1,4.8,0.69,21,2.97
2,1,14,26,4,16,2.08,13.25,2.07,377,58.33
8,7,16,3,2,30,5.53,94.91,14.79,544,93.39
4,3,36,42,6,42,3.57,29.36,4.55,1908,262.2
8,7,80,2,9,94,5.3,203.29,36.7,2492,457.25
8,7,80,70,5,94,5.3,66.94,10.95,3476,477.3
2,1,20,24,9,22,2.05,11.15,1.72,645,86.99
2,1,20,63,6,22,2.05,11.54,1.75,1313,181.24
8,7,16,3,6,30,5.53,66.95,10.61,466,81.79
16,15,160,14,0,190,7.16,532.83,95.81,3538,656.21
16,15,160,73,2,190,7.16,255.4,44.6,3084,562.32
32,31,96,2,1,158,9.15,507.16,82.11,3284,541.42
1,0,10,80,4,10,1,6.55,0.94,776,104.58
4,3,16,4,1,22,3.67,70.65,11.36,270,46.27
2,1,18,10,1,20,2.06,33.44,5.63,194,27.01
2,1,18,73,10,20,2.06,8.38,1.25,1652,251.04
8,7,80,18,8,94,5.3,84.07,14.22,1971,342.58
8,7,80,93,2,94,5.3,113.21,18.26,3749,517.68
32,31,128,9,2,190,9.13,614.49,102.51,5477,926.23
1,0,10,38,1,10,1,10.75,1.89,176,38.63
32,31,192,18,9,254,9.1,382.53,64.65,7909,1325.31
2,1,20,19,8,22,2.05,12.62,2.01,476,64.15
8,7,32,3,2,46,5.39,146.52,24.99,885,159.58
2,1,20,25,9,22,2.05,10.81,1.68,387,52.37
2,1,20,78,7,22,2.05,10.98,1.63,2169,292.12
2,1,4,1,2,6,2.33,11.55,1.68,47,6.22
1,0,4,11,8,4,1,3.05,0.43,105,14.92
16,15,128,42,0,158,7.17,696.04,117.69,2486,453.24
1,0,9,2,7,9,1,6.04,0.92,39,6.02
1,0,9,58,0,9,1,36.57,5.67,238,37.37
1,0,7,28,5,7,1,3.68,0.6,130,28.35
